"LIBRARYREFERENCE","FOOTPRINT1","COMMENT","MANUFACTURER 1","MANUFACTURER PART NUMBER 1","VALUE","SHEETPART","DESIGNATOR","DESCRIPTION"
"EC200U","EC200U","","Quectel","*","*","*","M?","LTE CAT1 MODEM 144 SMD"
